,primary_type,timestamp,clearance_status,district,x_coordinate,y_coordinate,year
194,Theft,05,N,D,3065332.0,10039382.0,2014.0
198,Theft,03,N,B,3124602.0,10084923.0,2014.0
203,Theft,02,N,I,3119220.0,10108622.0,2014.0
209,Theft,10,N,H,3118036.0,10057924.0,2014.0
216,Theft,12,N,I,3126502.0,10096146.0,2014.0
219,Theft,03,N,B,3118712.0,10085441.0,2014.0
221,Theft,11,N,D,3089372.0,10057773.0,2014.0
225,Theft,02,N,E,3135104.0,10114694.0,2014.0
228,Auto Theft,09,C,D,3100620.0,10056997.0,2014.0
236,Auto Theft,01,C,H,3118402.0,10057171.0,2014.0
252,Theft,09,N,D,3086044.0,10065321.0,2014.0
266,Theft,11,C,C,3136582.0,10075176.0,2014.0
277,Robbery,08,N,F,3116449.0,10041252.0,2014.0
290,Theft,10,N,A,3111587.0,10130101.0,2014.0
301,Theft,01,N,H,3129859.0,10056892.0,2014.0
304,Theft,09,N,D,3088428.0,10063479.0,2014.0
313,Theft,12,N,F,3112638.0,10050915.0,2014.0
320,Theft,04,C,A,3092524.0,10143916.0,2014.0
331,Robbery,06,C,G,3119209.0,10068797.0,2014.0
334,Theft,03,C,H,3118447.0,10062526.0,2014.0
337,Theft,05,N,F,3090881.0,10041984.0,2014.0
342,Theft,04,N,B,3113341.0,10106408.0,2014.0
352,Theft,11,C,A,3093729.0,10145900.0,2014.0
359,Theft,08,N,D,3097772.0,10056642.0,2014.0
362,Theft,03,N,G,3119498.0,10068691.0,2014.0
370,Theft,06,N,AP,3138768.0,10047351.0,2014.0
374,Agg Assault,05,C,E,3130052.0,10103286.0,2014.0
380,Theft,07,N,A,3115847.0,10132037.0,2014.0
384,Theft,10,N,I,3121605.0,10089443.0,2014.0
386,Theft,03,C,E,3134231.0,10124161.0,2014.0
389,Theft,03,N,B,3112705.0,10107508.0,2014.0
392,Theft,10,C,I,3129997.0,10096983.0,2014.0
396,Theft,10,N,B,3127953.0,10083340.0,2014.0
407,Theft,03,N,F,3107922.0,10043296.0,2014.0
410,Theft,08,N,F,3093622.0,10043421.0,2014.0
413,Theft,11,N,E,3127650.0,10106327.0,2014.0
418,Theft,10,C,H,3120959.0,10059177.0,2014.0
420,Theft,11,C,D,3108051.0,10046007.0,2014.0
423,Theft,03,N,I,3115025.0,10092651.0,2014.0
434,Theft,10,N,D,3068100.0,10042863.0,2014.0
436,Theft,03,N,A,3095348.0,10142694.0,2014.0
439,Theft,03,C,A,3092524.0,10143916.0,2014.0
444,Theft,10,N,C,3123742.0,10082086.0,2014.0
448,Agg Assault,02,C,D,3080715.0,10057208.0,2014.0
451,Theft,08,N,G,3119328.0,10068857.0,2014.0
456,Theft,04,N,B,3104471.0,10074895.0,2014.0
463,Theft,05,N,D,3076817.0,10043781.0,2014.0
466,Theft,07,N,A,3096967.0,10143063.0,2014.0
469,Auto Theft,01,N,E,3119898.0,10108606.0,2014.0
486,Theft,03,N,E,3127035.0,10106225.0,2014.0
489,Theft,01,N,A,3114868.0,10118997.0,2014.0
492,Theft,01,N,G,3113421.0,10070177.0,2014.0
496,Theft,09,N,A,3082092.0,10129759.0,2014.0
500,Theft,09,N,G,3115574.0,10070283.0,2014.0
502,Robbery,02,N,H,3118147.0,10058688.0,2014.0
505,Theft,02,C,C,3124306.0,10067892.0,2014.0
512,Theft,04,C,I,3129997.0,10096983.0,2014.0
524,Theft,11,N,B,3126574.0,10080498.0,2014.0
529,Theft,04,N,B,3110352.0,10099285.0,2014.0
534,Theft,09,N,B,3112543.0,10097099.0,2014.0
537,Theft,07,C,H,3121770.0,10057728.0,2014.0
540,Auto Theft,08,N,E,3134045.0,10116652.0,2014.0
547,Theft,09,N,I,3123931.0,10091029.0,2014.0
551,Theft,09,N,B,3111956.0,10079424.0,2014.0
554,Theft,10,C,F,3100423.0,10033116.0,2014.0
558,Theft,04,N,B,3128117.0,10079386.0,2014.0
567,Theft,04,C,B,3124571.0,10085297.0,2014.0
577,Theft,03,N,D,3083694.0,10053910.0,2014.0
581,Theft,03,N,G,3113126.0,10069732.0,2014.0
584,Theft,01,N,E,3136998.0,10117852.0,2014.0
588,Theft,09,N,F,3108040.0,10045206.0,2014.0
592,Theft,06,C,A,3118197.0,10118869.0,2014.0
595,Theft,04,N,E,3125220.0,10100616.0,2014.0
597,Theft,10,N,E,3128595.0,10099650.0,2014.0
602,Theft,05,N,F,3116936.0,10042123.0,2014.0
605,Theft,10,N,D,3079881.0,10051445.0,2014.0
609,Theft,12,N,B,3112501.0,10078234.0,2014.0
612,Theft,06,N,F,3106653.0,10045950.0,2014.0
615,Theft,10,N,E,3121692.0,10105148.0,2014.0
621,Theft,03,N,H,3127604.0,10062112.0,2014.0
624,Theft,07,N,C,3128224.0,10072833.0,2014.0
627,Theft,02,C,D,3111061.0,10053193.0,2014.0
632,Agg Assault,12,N,A,3097898.0,10138179.0,2014.0
644,Theft,01,N,A,3123063.0,10120908.0,2014.0
647,Theft,10,N,H,3117997.0,10059616.0,2014.0
652,Theft,09,C,E,3134863.0,10123884.0,2014.0
656,Theft,08,C,A,3112026.0,10118168.0,2014.0
665,Theft,10,N,I,3125492.0,10094907.0,2014.0
667,Theft,04,N,I,3125468.0,10088596.0,2014.0
671,Auto Theft,10,C,F,3101823.0,10043766.0,2014.0
675,Theft,03,N,B,3114254.0,10073670.0,2014.0
678,Theft,10,N,I,3130926.0,10087173.0,2014.0
681,Auto Theft,12,C,E,3131733.0,10103162.0,2014.0
685,Theft,10,N,D,3092186.0,10051473.0,2014.0
688,Auto Theft,09,N,E,3124370.0,10107597.0,2014.0
695,Theft,12,N,A,3114868.0,10118997.0,2014.0
707,Theft,11,N,A,3121927.0,10127906.0,2014.0
710,Theft,10,N,B,3121345.0,10082705.0,2014.0
716,Robbery,03,N,E,3127552.0,10105353.0,2014.0
719,Theft,07,N,C,3121379.0,10073891.0,2014.0
734,Theft,08,N,E,3125171.0,10102580.0,2014.0
738,Theft,07,N,E,3139913.0,10094556.0,2014.0
745,Theft,10,C,H,3120959.0,10059177.0,2014.0
748,Theft,09,C,D,3111061.0,10053193.0,2014.0
751,Theft,03,N,F,3084121.0,10028978.0,2014.0
756,Theft,12,N,B,3115712.0,10079702.0,2014.0
759,Theft,12,N,F,3107457.0,10042310.0,2014.0
768,Theft,12,N,B,3124571.0,10085297.0,2014.0
772,Theft,09,C,A,3096484.0,10147764.0,2014.0
777,Theft,01,N,H,3118326.0,10056320.0,2014.0
784,Theft,02,N,E,3121679.0,10105197.0,2014.0
787,Theft,10,C,E,3142969.0,10122670.0,2014.0
791,Theft,06,N,C,3126123.0,10067749.0,2014.0
795,Theft,01,N,I,3122210.0,10102048.0,2014.0
798,Theft,03,N,D,3105129.0,10049027.0,2014.0
803,Theft,02,N,C,3139667.0,10078963.0,2014.0
808,Theft,06,N,H,3114655.0,10056840.0,2014.0
812,Theft,05,N,D,3098607.0,10057647.0,2014.0
815,Theft,07,N,E,3128062.0,10122630.0,2014.0
822,Theft,05,N,E,3130210.0,10110836.0,2014.0
828,Theft,02,N,A,3079588.0,10122262.0,2014.0
839,Auto Theft,03,N,H,3113071.0,10065639.0,2014.0
842,Theft,02,C,B,3124571.0,10085297.0,2014.0
845,Theft,05,N,H,3132565.0,10058638.0,2014.0
848,Auto Theft,08,N,H,3114134.0,10053551.0,2014.0
850,Theft,08,C,E,3135406.0,10125988.0,2014.0
854,Theft,08,N,H,3118011.0,10055268.0,2014.0
856,Theft,04,C,E,3134231.0,10124161.0,2014.0
866,Theft,01,N,H,3119889.0,10055969.0,2014.0
869,Theft,05,N,A,3106136.0,10126585.0,2014.0
872,Theft,12,N,C,3125168.0,10078794.0,2014.0
876,Theft,03,C,A,3095521.0,10147121.0,2014.0
880,Theft,05,C,H,3121199.0,10056861.0,2014.0
884,Theft,07,N,A,3116491.0,10110275.0,2014.0
887,Theft,12,N,D,3109538.0,10067577.0,2014.0
893,Theft,09,N,E,3121438.0,10109116.0,2014.0
896,Auto Theft,04,N,G,3115908.0,10069539.0,2014.0
910,Theft,04,N,B,3113034.0,10078939.0,2014.0
913,Theft,04,N,H,3127800.0,10056392.0,2014.0
916,Theft,03,N,B,3110136.0,10103768.0,2014.0
927,Theft,04,N,F,3106503.0,10046087.0,2014.0
931,Auto Theft,06,N,C,3122037.0,10068913.0,2014.0
934,Theft,10,N,C,3121225.0,10073004.0,2014.0
937,Theft,06,N,B,3116860.0,10079438.0,2014.0
940,Theft,07,N,C,3130031.0,10067920.0,2014.0
944,Theft,03,N,G,3114041.0,10070407.0,2014.0
947,Theft,08,N,C,3125732.0,10075307.0,2014.0
950,Theft,03,N,A,3078935.0,10117761.0,2014.0
954,Theft,10,C,G,3115570.0,10067421.0,2014.0
962,Theft,04,N,I,3125688.0,10094563.0,2014.0
966,Theft,01,C,H,3120959.0,10059177.0,2014.0
969,Theft,04,N,A,3101510.0,10135368.0,2014.0
972,Agg Assault,10,N,C,3129348.0,10071528.0,2014.0
975,Agg Assault,10,N,H,3117503.0,10057313.0,2014.0
979,Theft,11,N,H,3121437.0,10057605.0,2014.0
982,Theft,03,N,G,3118218.0,10069512.0,2014.0
988,Theft,05,C,E,3134231.0,10124161.0,2014.0
1000,Theft,06,N,G,3115952.0,10070759.0,2014.0
1003,Theft,01,C,H,3120959.0,10059177.0,2014.0
1012,Theft,08,N,G,3118522.0,10068454.0,2014.0
1019,Theft,04,N,D,3109232.0,10050491.0,2014.0
1022,Theft,05,N,B,3092366.0,10094272.0,2014.0
1026,Auto Theft,03,C,D,3088411.0,10062518.0,2014.0
1028,Theft,01,N,D,3072482.0,10057228.0,2014.0
1031,Theft,09,N,B,3108834.0,10072621.0,2014.0
1035,Agg Assault,08,C,A,3091215.0,10135795.0,2014.0
1041,Auto Theft,12,N,E,3126112.0,10119741.0,2014.0
1044,Theft,09,N,B,3115276.0,10081916.0,2014.0
1047,Theft,06,N,H,3143372.0,10050650.0,2014.0
1055,Theft,05,N,B,3114069.0,10105913.0,2014.0
1058,Theft,11,N,D,3112782.0,10067246.0,2014.0
1062,Robbery,04,C,I,3124701.0,10092754.0,2014.0
1070,Theft,02,N,B,3100517.0,10098187.0,2014.0
1074,Theft,05,N,H,3121692.0,10055203.0,2014.0
1079,Theft,03,N,B,3102656.0,10103845.0,2014.0
1082,Theft,11,N,A,3112264.0,10116438.0,2014.0
1085,Theft,08,N,I,3119016.0,10101859.0,2014.0
1089,Theft,07,N,B,3119426.0,10078317.0,2014.0
1094,Theft,03,N,F,3107922.0,10043296.0,2014.0
1097,Theft,02,N,H,3117022.0,10060771.0,2014.0
1112,Agg Assault,08,C,F,3101062.0,10047960.0,2014.0
1117,Theft,05,N,E,3128794.0,10100195.0,2014.0
1124,Theft,07,N,B,3116746.0,10082449.0,2014.0
1128,Theft,11,N,I,3122210.0,10102048.0,2014.0
1130,Theft,11,N,E,3135189.0,10122699.0,2014.0
1134,Theft,04,N,H,3117389.0,10057471.0,2014.0
1137,Theft,09,N,H,3124467.0,10057836.0,2014.0
1141,Theft,11,N,F,3101461.0,10035582.0,2014.0
1143,Theft,07,N,G,3116756.0,10068920.0,2014.0
1152,Theft,04,N,G,3116281.0,10070655.0,2014.0
1155,Theft,02,N,E,3134014.0,10098474.0,2014.0
1158,Theft,03,N,D,3101690.0,10058911.0,2014.0
1160,Theft,05,N,I,3126002.0,10093945.0,2014.0
1163,Auto Theft,05,N,H,3119270.0,10060529.0,2014.0
1166,Theft,05,N,I,3126690.0,10088315.0,2014.0
1170,Theft,01,N,H,3120615.0,10058135.0,2014.0
1174,Theft,03,N,E,3136320.0,10096078.0,2014.0
1177,Theft,11,C,D,3094819.0,10048899.0,2014.0
1180,Theft,12,N,B,3116494.0,10102601.0,2014.0
1187,Theft,04,N,E,3125086.0,10117693.0,2014.0
1194,Agg Assault,09,C,E,3141537.0,10119603.0,2014.0
1197,Auto Theft,02,N,D,3100844.0,10061200.0,2014.0
1202,Theft,09,N,D,3089958.0,10049329.0,2014.0
1205,Theft,10,C,A,3090700.0,10128862.0,2014.0
1220,Theft,01,C,D,3094135.0,10066586.0,2014.0
1223,Theft,07,N,F,3114752.0,10044152.0,2014.0
1226,Theft,08,C,H,3120959.0,10059177.0,2014.0
1230,Theft,03,N,E,3129925.0,10111553.0,2014.0
1235,Robbery,06,C,D,3108051.0,10046007.0,2014.0
1243,Robbery,04,N,F,3117099.0,10045182.0,2014.0
1247,Theft,02,N,H,3120260.0,10053656.0,2014.0
1251,Theft,01,N,F,3113009.0,10038594.0,2014.0
1255,Theft,07,C,F,3116676.0,10029248.0,2014.0
1261,Theft,10,C,G,3115538.0,10070679.0,2014.0
1264,Theft,10,N,H,3127185.0,10059247.0,2014.0
1274,Theft,03,N,B,3098462.0,10101497.0,2014.0
1278,Theft,02,N,A,3085980.0,10129948.0,2014.0
1281,Theft,12,N,F,3099407.0,10031322.0,2014.0
1284,Theft,11,N,C,3137140.0,10085508.0,2014.0
1287,Theft,03,N,D,3103911.0,10056659.0,2014.0
1293,Theft,02,N,A,3108050.0,10128263.0,2014.0
1299,Theft,08,N,I,3115349.0,10091654.0,2014.0
1302,Theft,11,N,C,3134689.0,10068302.0,2014.0
1314,Theft,01,N,A,3107016.0,10131862.0,2014.0
1319,Theft,03,N,I,3126440.0,10085877.0,2014.0
1322,Theft,12,N,B,3103774.0,10075849.0,2014.0
1327,Theft,11,N,F,3113182.0,10043298.0,2014.0
1331,Theft,09,N,B,3109776.0,10100172.0,2014.0
1334,Theft,01,N,B,3121826.0,10083620.0,2014.0
1336,Theft,09,C,F,3100423.0,10033116.0,2014.0
1338,Theft,12,N,E,3134231.0,10124161.0,2014.0
1342,Theft,10,N,G,3117705.0,10070090.0,2014.0
1346,Theft,02,N,D,3103815.0,10057185.0,2014.0
1349,Theft,09,N,D,3094845.0,10053640.0,2014.0
1353,Auto Theft,11,N,I,3136213.0,10085763.0,2014.0
1357,Theft,07,N,B,3120003.0,10085209.0,2014.0
1365,Theft,06,N,D,3107119.0,10051029.0,2014.0
1369,Theft,05,C,F,3095023.0,10035975.0,2014.0
1372,Agg Assault,03,C,F,3110393.0,10038248.0,2014.0
1375,Theft,08,C,H,3120959.0,10059177.0,2014.0
1381,Theft,07,N,A,3127388.0,10129508.0,2014.0
1384,Theft,01,N,H,3129781.0,10055371.0,2014.0
1387,Theft,03,N,A,3111284.0,10131957.0,2014.0
1391,Theft,08,N,D,3104860.0,10054807.0,2014.0
1399,Theft,09,N,G,3112608.0,10070062.0,2014.0
1404,Agg Assault,07,C,F,3096881.0,10034412.0,2014.0
1407,Theft,11,N,C,3138860.0,10087520.0,2014.0
1412,Theft,07,N,I,3130065.0,10089804.0,2014.0
1416,Theft,09,C,H,3120959.0,10059177.0,2014.0
1426,Theft,06,N,H,3120959.0,10059177.0,2014.0
1431,Theft,05,C,I,3129997.0,10096983.0,2014.0
1439,Theft,09,N,I,3129997.0,10096983.0,2014.0
1442,Theft,03,N,D,3096409.0,10061250.0,2014.0
1444,Theft,09,N,E,3134231.0,10124161.0,2014.0
1447,Theft,12,C,D,3094135.0,10066586.0,2014.0
1449,Theft,10,N,H,3114033.0,10054854.0,2014.0
1456,Theft,05,N,G,3118138.0,10069459.0,2014.0
1462,Theft,07,C,F,3101178.0,10044981.0,2014.0
1465,Theft,08,N,I,3126344.0,10097331.0,2014.0
1468,Theft,01,N,A,3119696.0,10114672.0,2014.0
1471,Theft,09,N,G,3113729.0,10069275.0,2014.0
1474,Theft,04,N,B,3105428.0,10078246.0,2014.0
1480,Theft,01,C,F,3099459.0,10032098.0,2014.0
1483,Theft,03,N,D,3099793.0,10058337.0,2014.0
1486,Theft,01,N,A,3098099.0,10135650.0,2014.0
1489,Theft,05,C,D,3097832.0,10059242.0,2014.0
1492,Robbery,09,N,A,3097862.0,10139660.0,2014.0
1497,Theft,05,N,B,3109356.0,10073990.0,2014.0
1501,Theft,01,C,D,3110719.0,10052849.0,2014.0
1504,Theft,06,N,F,3106351.0,10042372.0,2014.0
1507,Agg Assault,05,C,C,3125212.0,10072469.0,2014.0
1514,Theft,05,C,A,3078853.0,10119609.0,2014.0
1518,Theft,01,C,I,3129997.0,10096983.0,2014.0
1522,Auto Theft,01,N,F,3114721.0,10046220.0,2014.0
1525,Theft,08,N,G,3115369.0,10066320.0,2014.0
1528,Theft,06,N,B,3117925.0,10106675.0,2014.0
1539,Theft,08,N,D,3110845.0,10059841.0,2014.0
1543,Theft,08,C,F,3102586.0,10034201.0,2014.0
1548,Theft,10,N,G,3115952.0,10070759.0,2014.0
1551,Theft,04,C,I,3129997.0,10096983.0,2014.0
1554,Theft,12,N,E,3132679.0,10127745.0,2014.0
1557,Theft,09,N,D,3110001.0,10064353.0,2014.0
1561,Theft,11,N,F,3095023.0,10035975.0,2014.0
1578,Theft,06,N,F,3116790.0,10030745.0,2014.0
1582,Theft,03,N,D,3107095.0,10064515.0,2014.0
1585,Theft,12,N,A,3102424.0,10146396.0,2014.0
1590,Theft,03,N,I,3129997.0,10096983.0,2014.0
1597,Theft,03,N,H,3128521.0,10054558.0,2014.0
1600,Theft,06,N,B,3105517.0,10073968.0,2014.0
1603,Theft,02,N,G,3114742.0,10070624.0,2014.0
1608,Auto Theft,07,N,E,3129506.0,10107050.0,2014.0
1612,Agg Assault,04,C,H,3118562.0,10055015.0,2014.0
1614,Theft,11,C,F,3099459.0,10032098.0,2014.0
1618,Theft,02,N,H,3131509.0,10054227.0,2014.0
1621,Auto Theft,09,N,D,3070674.0,10048699.0,2014.0
1632,Theft,12,N,A,3092290.0,10142671.0,2014.0
1635,Theft,08,N,H,3123815.0,10058962.0,2014.0
1638,Theft,03,C,E,3134231.0,10124161.0,2014.0
1646,Theft,04,N,B,3111754.0,10078441.0,2014.0
1650,Theft,04,N,D,3101915.0,10059503.0,2014.0
1656,Theft,09,N,A,3102222.0,10131630.0,2014.0
1659,Theft,12,N,H,3115514.0,10058348.0,2014.0
1663,Theft,05,N,D,3105348.0,10061851.0,2014.0
1666,Theft,02,C,I,3129997.0,10096983.0,2014.0
1669,Theft,11,C,G,3115339.0,10070350.0,2014.0
1672,Theft,09,C,A,3112026.0,10118168.0,2014.0
1677,Theft,11,N,D,3108822.0,10066964.0,2014.0
1684,Auto Theft,08,N,I,3115349.0,10091654.0,2014.0
1692,Theft,11,N,F,3100423.0,10033116.0,2014.0
1696,Theft,06,N,F,3107922.0,10043296.0,2014.0
1705,Theft,02,N,C,3122677.0,10077174.0,2014.0
1711,Theft,05,N,D,3094837.0,10070472.0,2014.0
1715,Theft,02,N,F,3082757.0,10028650.0,2014.0
1718,Theft,10,N,B,3113909.0,10079127.0,2014.0
1722,Theft,05,N,I,3125040.0,10089651.0,2014.0
1734,Theft,05,N,E,3136012.0,10128062.0,2014.0
1738,Theft,04,N,D,3107564.0,10061119.0,2014.0
1741,Theft,11,N,C,3122663.0,10068215.0,2014.0
1744,Theft,09,N,A,3132734.0,10129095.0,2014.0
1748,Theft,08,C,B,3116494.0,10102601.0,2014.0
1753,Theft,12,N,B,3116494.0,10102601.0,2014.0
1756,Auto Theft,12,N,H,3137545.0,10054755.0,2014.0
1760,Theft,02,N,F,3110827.0,10043458.0,2014.0
1767,Theft,01,N,C,3064874.0,10106350.0,2014.0
1769,Theft,10,N,F,3099920.0,10028326.0,2014.0
1776,Theft,06,N,I,3126920.0,10088526.0,2014.0
1782,Theft,09,N,I,3130292.0,10093594.0,2014.0
1785,Theft,10,N,A,3104598.0,10132546.0,2014.0
1788,Theft,03,N,C,3128491.0,10071212.0,2014.0
1791,Auto Theft,01,N,F,3112826.0,10042332.0,2014.0
1796,Theft,07,C,B,3116494.0,10102601.0,2014.0
1799,Agg Assault,10,C,I,3129001.0,10091827.0,2014.0
1808,Theft,04,N,C,3122755.0,10076790.0,2014.0
1813,Theft,08,N,E,3127399.0,10102786.0,2014.0
1817,Theft,10,C,I,3129997.0,10096983.0,2014.0
1825,Theft,12,N,A,3116529.0,10116684.0,2014.0
1831,Theft,07,N,G,3116436.0,10070115.0,2014.0
1834,Robbery,05,C,D,3108711.0,10056045.0,2014.0
1849,Auto Theft,07,N,G,3112035.0,10072168.0,2014.0
1853,Theft,01,N,B,3121719.0,10086498.0,2014.0
1863,Theft,04,N,D,3098946.0,10057577.0,2014.0
1867,Theft,03,C,D,3094135.0,10066586.0,2014.0
1875,Theft,06,N,G,3117911.0,10069380.0,2014.0
1878,Auto Theft,06,C,I,3126350.0,10088845.0,2014.0
1883,Robbery,07,N,C,3145941.0,10082300.0,2014.0
1885,Theft,10,N,G,3120094.0,10070663.0,2014.0
1888,Agg Assault,12,C,A,3102230.0,10154430.0,2014.0
1891,Robbery,10,N,G,3110547.0,10070439.0,2014.0
1896,Theft,02,N,D,3082155.0,10062686.0,2014.0
1899,Theft,12,N,G,3113465.0,10070163.0,2014.0
1903,Theft,08,N,E,3125771.0,10103838.0,2014.0
1906,Theft,11,N,E,3130740.0,10111242.0,2014.0
1909,Theft,07,N,F,3088927.0,10036470.0,2014.0
1912,Theft,02,N,A,3117856.0,10109712.0,2014.0
1915,Theft,02,C,D,3094135.0,10066586.0,2014.0
1922,Theft,10,N,H,3114800.0,10058474.0,2014.0
1926,Theft,04,N,B,3123508.0,10083610.0,2014.0
1929,Theft,05,N,F,3103148.0,10042717.0,2014.0
1935,Theft,05,N,E,3128170.0,10102327.0,2014.0
1939,Theft,08,C,D,3110719.0,10052849.0,2014.0
1946,Theft,12,C,A,3092524.0,10143916.0,2014.0
1949,Theft,12,N,E,3127650.0,10106327.0,2014.0
1952,Agg Assault,07,C,F,3089699.0,10036663.0,2014.0
1955,Theft,06,N,H,3120354.0,10061338.0,2014.0
1958,Theft,01,N,E,3135988.0,10119746.0,2014.0
1965,Theft,04,N,D,3075902.0,10040886.0,2014.0
1969,Theft,09,N,B,3117100.0,10073351.0,2014.0
1972,Auto Theft,06,N,E,3124359.0,10105532.0,2014.0
1978,Theft,10,N,A,3092524.0,10143916.0,2014.0
1985,Theft,01,N,I,3125468.0,10088596.0,2014.0
1993,Auto Theft,02,C,D,3075977.0,10047534.0,2014.0
1995,Auto Theft,10,N,I,3120252.0,10090638.0,2014.0
1998,Theft,08,N,E,3140532.0,10116988.0,2014.0
2004,Theft,12,C,E,3134231.0,10124161.0,2014.0
2011,Theft,10,N,A,3107248.0,10118048.0,2014.0
2015,Agg Assault,02,C,D,3098685.0,10051047.0,2014.0
2019,Theft,02,N,A,3126742.0,10122494.0,2014.0
2023,Theft,09,N,B,3115913.0,10100486.0,2014.0
2026,Theft,06,N,H,3146645.0,10023343.0,2014.0
2030,Theft,05,N,G,3119277.0,10066201.0,2014.0
2035,Theft,02,C,I,3129997.0,10096983.0,2014.0
2037,Theft,10,C,D,3089372.0,10057773.0,2014.0
2040,Auto Theft,11,C,H,3154635.0,10037915.0,2014.0
2042,Theft,03,N,G,3115155.0,10070604.0,2014.0
2046,Theft,12,N,G,3115062.0,10070631.0,2014.0
2050,Theft,05,N,G,3114410.0,10071083.0,2014.0
2052,Theft,07,N,D,3072537.0,10058068.0,2014.0
2058,Theft,04,N,G,3119328.0,10068857.0,2014.0
2070,Agg Assault,06,N,B,3120633.0,10079220.0,2014.0
2077,Theft,10,N,I,3134807.0,10093981.0,2014.0
2080,Theft,05,N,E,3136798.0,10127339.0,2014.0
2099,Theft,06,C,C,3120589.0,10066703.0,2014.0
2107,Theft,11,N,I,3129997.0,10096983.0,2014.0
2110,Theft,05,N,E,3142437.0,10109971.0,2014.0
2112,Agg Assault,09,C,E,3139959.0,10093522.0,2014.0
2115,Theft,05,C,E,3129221.0,10111955.0,2014.0
2122,Theft,07,N,D,3077667.0,10047947.0,2014.0
2130,Theft,08,N,E,3121692.0,10105148.0,2014.0
2133,Theft,04,N,D,3096409.0,10061250.0,2014.0
2135,Theft,08,N,D,3111276.0,10050524.0,2014.0
2138,Theft,03,N,C,3145563.0,10093675.0,2014.0
2140,Theft,12,N,E,3135632.0,10117263.0,2014.0
2144,Theft,07,N,A,3099546.0,10108271.0,2014.0
2148,Theft,08,N,D,3107962.0,10062439.0,2014.0
2152,Theft,04,N,B,3115811.0,10079368.0,2014.0
2155,Theft,05,N,H,3122189.0,10058144.0,2014.0
2158,Robbery,01,C,A,3112418.0,10119463.0,2014.0
2161,Theft,07,N,A,3112157.0,10116084.0,2014.0
2164,Theft,02,N,A,3111540.0,10125237.0,2014.0
2168,Theft,03,N,D,3099657.0,10067019.0,2014.0
2175,Theft,05,N,H,3122306.0,10058898.0,2014.0
2178,Theft,06,N,A,3112258.0,10119156.0,2014.0
2187,Theft,07,N,E,3138589.0,10094921.0,2014.0
2191,Theft,12,N,B,3114177.0,10082461.0,2014.0
2202,Theft,06,N,E,3131550.0,10102399.0,2014.0
2205,Auto Theft,11,N,G,3117855.0,10065994.0,2014.0
2213,Theft,01,N,D,3100867.0,10061268.0,2014.0
2216,Theft,01,N,A,3112050.0,10124182.0,2014.0
2221,Theft,12,N,F,3088135.0,10028195.0,2014.0
2229,Theft,08,N,D,3104950.0,10069210.0,2014.0
2237,Theft,07,N,E,3120397.0,10108361.0,2014.0
2240,Theft,07,C,D,3110845.0,10059841.0,2014.0
2247,Theft,06,N,A,3092524.0,10143916.0,2014.0
2250,Theft,06,N,E,3144155.0,10115386.0,2014.0
2256,Theft,11,N,D,3109898.0,10068877.0,2014.0
2258,Theft,10,C,F,3094531.0,10010777.0,2014.0
2264,Theft,07,N,F,3104621.0,10047573.0,2014.0
2270,Theft,10,C,H,3120959.0,10059177.0,2014.0
